sample_index,reference,real_eeg,shuffled_eeg,exact_match
745,He was then hired by the legal department of CBS subsidiary Columbia Records.,He was a member of the Skull and Bones society.,He was awarded the 1921 Nobel Prize for Physics.,False
746,"Viewed as a comedy, a romance, a fairy tale, or a drama, there's nothing remotely triumphant about this motion picture.","A work of extraordinary courage and grace, but also a deeply humanizing one.","He was a member of the Skull and Bones society, having been ""discovered"" by his cousin Thomas Wolsey, who had also become famous as the uncle of President George W. Bush.",False
747,Burroughs graduated from Harvard University in 1936.,He graduated from Morehouse College in 1876 and received a Bachelor of Arts degree in economics.,"He was born in St. Germain, France to a Conservative minister and his wife were both of Scottish descent.",False
748,Benjamin Everett Jordan (8 September 1896 - 15 March 1974) was a Democratic U.S. senator from the state of North Carolina between 1958 and 1973.,He was a member of the left-wing Democratic Party and is currently aligned with the Federalists.,"In 1876, he joined the United States Rubber Company (based in New York City) as manager of foreign division.",False
749,"After this initial success, Ford left Edison Illuminating and, with other investors, formed the Detroit Automobile Company.","In 1876, he joined the United States Rubber Company (based in New York City) as manager of foreign division.","It's a great film, but it is also one that will leave you wanting more from your gut.",False
750,His gift of $5 million dollars helped found the Great Smoky Mountains National Park.,"He was a founding member of the Arbusto Energy company, and served as managing general partner in this organization.","He was born in St. Germain, France.",False
751,"Viewed as a comedy, a romance, a fairy tale, or a drama, there's nothing remotely triumphant about this motion picture.","The movie is so bad that it almost ceases to be entertaining, and instead becomes fodder for the idle chatter of a rambling, self-hating culture.",He was a member of the Skull and Bones society.,False
752,His work dealt largely with the poor urban black and mulatto communities of Bahia.,"He was born in San Juan, Puerto Rico to a U.S. engineer and his wife Maria Guilfoyle.",He was a member of the United States Republican Party.,False
753,He had an elder brother named Emmet Olson.,He was a member of the Skull and Bones society.,"John Davison Rockefeller (July 30, 1876 - April 5, 1968), known as John Davison Roosevelt or JFK Jr., was an American capitalist most famous for his role in the founding of Standard Oil and its descendants include Henry Ford Motor Company.",False
754,He was one of the founder members of the Lunar Society.,"He was born in St. Germain, France to a Conservative minister and his wife were both of Scottish descent.",He served as a member of the United States Marine Corps from 1776 until 1877.,False
755,"Although Adams lost in both the popular and electoral votes in the Presidential election of 1824, none of the candidates were able to secure a majority of the electoral vote, thereby putting the outcome in the hands of the House of Representatives, which to the surprise of many elected Adams over rival Andrew Jackson.","He was a member of the Skull and Bones society, having been ""discovered"" by his cousin Thomas Wolsey, who had also become famous as the uncle of President George W. Bush.","He was a member of the Skull and Bones society, but left in 1848 to become president.",False
756,His ancestor Johann Valentin Pressler emigrated to North America in 1710.,"He was born in St. George's, Georgia to William and Mary Clooney.","The movie is so bad that it almost ceases to be entertaining, and instead becomes fodder for the idle chatter of a rambling, self-hating culture.",False
757,"During this time he worked on developing a federal system of roads, canals, bridges, lighthouses, and universities until Jackson, who defeated Adams in the latter's quest for re-election, was sworn in to replace him.","He was a member of the Executive Committee at United Nations Commission on Human Rights, and served as deputy under President James Monroe from 1877 to 1890.","He was a member of the Executive Committee at United Nations Commission on Human Rights, and served as deputy under President James Monroe from 1877 to 1890.",True
