sample_index,reference,real_eeg,shuffled_eeg,exact_match
783,"Albert Einstein (March 14, 1879 - April 18, 1955) was a German-born Jewish theoretical physicist of German, Swiss and American citizenship, who is widely regarded as the greatest scientist of the 20th century or even of all time, ranking alongside the luminaries Newton and Gauss.","He was born in St. Mary, in Stonyhurst, New York, in 1876) in the city of Boston, and was the first of the Beat Generation in the United States.","The movie's a bit of a rambling affair, but it's a good one, if it's not a masterpiece of a movie's worth seeing.",False
784,"While serving abroad, he met Louisa Catherine Johnson, the daughter of an American merchant living abroad.","John Fitzgerald Kennedy (February 18, 1887 - January 23, 1993) was an American politician who served as the United States Secretary of Defense.","It's a work of art, but it's a bit too far.",False
785,"His father-in-law, George Herbert Walker, and Walker's partner, Averell Harriman, brought him on as an officer in their investment banking firm, W. A. Harriman and Company in 1926.","In 1876, he was commissioned by the U.S. Army as a general, and was a member of the Army's Strategic Command.","John Fitzgerald Kennedy (May 18, 18, Boston, Massachusetts) was an American politician, and was the longest serving United States Secretary of the Army.",False
786,"Bill ""Billy"" Boucher (b. November 10, 1899 in Ottawa, Ontario, Canada, died November 10, 1958) was a Canadian professional ice hockey rightwinger who played in the National Hockey League for the Montreal Canadiens, Boston Bruins and New York Americans.","John Fitzgerald Kennedy (born April 12, 1953) is an American film actor.","He was elected to the House of Representatives as a Democrat from New York, and served as the first Governor of the state of New York from 1877 to 1879.",False
787,"Cheney grew up in Casper, Wyoming, and met his high-school sweetheart and future wife, Lynne Vincent, at age fourteen.",He was raised in a small town in the area.,"A work of a film, and a genuinely entertaining one, is a work of art.",False
788,"Rather than retire, Adams would go on to win election as a Democratic-Republican to the House of Representatives beginning with the 22nd Congress, serving from March 4, 1831, until his death.","John Fitzgerald Kennedy (May 18, 18, 1929 - January 3, 2003) was an American politician who was a Republican politician from New York.","In 1876, he was elected to the United States House of Representatives as a Democrat and served until 1970.",False
789,"Albert Einstein (March 14, 1879 - April 18, 1955) was a German-born Jewish theoretical physicist of German, Swiss and American citizenship, who is widely regarded as the greatest scientist of the 20th century or even of all time, ranking alongside the luminaries Newton and Gauss.","In 1894, the film was nominated for the Academy Award for Best Supporting Actress for The Godfather, The Silence of the Lambs, and was nominated by the Academy for The Singularity.",He was raised in a small town in the area.,False
790,He was then hired by the legal department of CBS subsidiary Columbia Records.,He was a member of the House of Representatives from 2003 until his death.,"The film's best performances, as it's often credited, are those that highlight the subject matter.",False
791,"Albert Einstein (March 14, 1879 - April 18, 1955) was a German-born Jewish theoretical physicist of German, Swiss and American citizenship, who is widely regarded as the greatest scientist of the 20th century or even of all time, ranking alongside the luminaries Newton and Gauss.","John Fitzgerald Kennedy (May 23, 1876 - January 3, 1970) was an American politician, and the first Republican elected to the House of Representatives from New York, and was the first Governor of the United States from 1898 to 1898.","In 1876, he was commissioned by the U.S. Army as a general, and was a member of the Army's Strategic Command.",False
792,"After this initial success, Ford left Edison Illuminating and, with other investors, formed the Detroit Automobile Company.","In 1876, he founded the New York City firm of Standard Oil, and in 1876 founded the Standard Oil Company.","John Fitzgerald Kennedy (May 18, 18, in San Juan, California) was an American film actor.",False
